hydroname,year,month,viv,fal,pob,pc1_clim,pc2_clim,pc3_clim,pc4_clim,pc1_hidr,pc2_hidr,pc3_hidr,pc4_hidr,pc1_veg,pc2_veg,pc3_veg,predicted_fal_rf,predicted_viv_rf,residual_fal_rf,residual_viv_rf,predicted_fal_xgb,predicted_viv_xgb,residual_fal_xgb,residual_viv_xgb,predicted_fal_svm,predicted_viv_svm,residual_fal_svm,residual_viv_svm
Hydro1,2009,11,64,25,175,-1.871630498041612,-0.48026980445903006,1.3678107149792054,0.2529766747369522,0.152658642136388,0.6528088894194999,1.319546534861708,0.09492399440769422,1.399316761543051,-0.8019505575601135,-0.8513268230310147,23,62,2,2,17,64,8,0,47,79,-22,-15
Hydro1,2009,12,48,21,175,-0.976615846927036,1.4892346008745705,1.1921610265395068,-0.0932343711184296,-1.7538596995844706,-0.2091721365959592,0.9233388005555772,-0.02179646124496359,-0.15202898510964408,-1.8010810776075146,-0.2020957168481595,22,53,-1,-5,13,48,8,0,29,40,-8,8
Hydro1,2010,1,102,47,175,-1.4621125774919403,1.136676290494252,1.6421958157311989,-0.4325414040222506,-1.388774079795557,-0.5871794580679653,0.7514099555700008,-0.19150337629625433,-0.31560473797764876,-1.892846302709325,-0.07905986965654094,40,70,7,32,20,70,27,32,37,87,10,15
Hydro1,2010,2,55,26,175,-1.925759294915444,1.1856134654741517,1.4269249424006347,-0.15675098175000937,-1.4431986386421385,-0.6748471651686332,0.6634810754183883,-0.2780366150494756,0.02161993365866218,-1.9077612692821064,-1.0963019697258105,27,80,-1,-25,18,85,8,-30,34,84,-8,-29
Hydro1,2010,3,99,55,175,-1.600976098161992,1.3637957309681776,2.3517268850787976,-0.17494061119902607,-1.3405321597171476,-0.2753985397653863,0.774561366283091,-0.2382925877949428,-0.43018586247886303,-2.1374753037767555,-0.7007353292649601,43,73,12,26,22,79,33,20,60,153,-5,-54
Hydro1,2010,4,93,55,175,-1.4680732539413062,1.0047571457669715,1.064893842800193,-0.05539342387152785,0.11569509516261749,-0.638878576674824,0.3173165418377355,-0.8866477123797709,0.08771102673844605,-1.8629405360623248,-1.1088873831555586,25,89,30,4,18,93,37,0,31,126,24,-33
Hydro1,2010,5,92,42,175,-0.6795631774941541,0.6248315075932948,-0.16220423617528762,-0.5873929114500851,0.9361580554935632,-0.3073428463460051,0.23224612885475823,-1.1545503800636172,0.554396335477942,-1.2654261887202094,-0.134968179481529,38,83,4,9,29,92,13,0,34,98,8,-6
Hydro1,2010,6,122,80,175,-0.7899514130023685,-0.12849409439330772,-1.0561628036466286,0.02126802440354407,0.7470098911677333,-0.939833276252496,-0.07406096688002117,-0.7577385252810798,1.6095066159385751,-0.3883491298374493,0.14010006695489008,35,93,45,29,30,126,50,-4,28,82,52,40
Hydro1,2010,7,159,90,175,-0.6871887190300559,0.13158747158403714,-0.5254455009175494,0.2392218150916021,2.0674816146874586,-1.2617590046784612,-0.5102921472433863,-0.16255807049880827,2.8693203553173956,0.6598332547162905,0.5136007734148708,69,138,21,21,40,159,50,0,52,153,38,6
Hydro1,2010,8,62,20,175,-1.6068180791729203,-1.4842894587084756,0.5594742848350202,-0.3705758824857246,4.073198613182321,-0.03162290968243712,-0.6484775843629207,1.2328892085518874,3.6201096116121994,1.4266993337283218,1.2574650472741535,19,55,1,7,13,62,7,0,12,40,8,22
Hydro1,2010,9,47,15,175,-2.1499105697992515,-1.528750293891204,2.3471466272098187,-0.9806889703761767,3.6808565675740983,-1.7239975146698387,-1.9779791298318403,1.648298630270647,3.477005673922802,1.3611931418801917,1.4074696270200409,20,56,-5,-9,22,47,-7,0,23,69,-8,-22
Hydro1,2010,10,70,48,175,-1.8568005536666392,-0.24783072830044592,2.658362743549626,0.6193447429924763,2.596164573044268,1.29030156809018,-0.05983695590999541,-1.27350226902759,2.277204929816887,0.2773596224508318,0.7494696786979164,41,81,7,-11,23,70,25,0,40,69,8,1
