hydroname,year,month,viv,fal,pob,pc1_clim,pc2_clim,pc3_clim,pc4_clim,pc5_clim,pc1_hidr,pc2_hidr,pc3_hidr,pc4_hidr,pc1_veg,pc2_veg,predicted_fal_rf,predicted_viv_rf,residual_fal_rf,residual_viv_rf,predicted_fal_xgb,predicted_viv_xgb,residual_fal_xgb,residual_viv_xgb,predicted_fal_svm,predicted_viv_svm,residual_fal_svm,residual_viv_svm
Hydro1,2010,7,0,0,1628,-2.843060450505318,1.8330440199097655,2.0643454486021025,-1.781567480509505,-0.455906080367371,-2.074602370666043,-2.7886207968570056,1.6714253135487245,-0.9713027071242744,1.15540262480633,1.6183874224642183,0,1,0,-1,-3,-1,3,1,4,14,-4,-14
Hydro1,2010,8,1,0,1628,-0.44256371523919136,3.778481814496922,2.4334978588142864,-0.29805448760794384,-1.22880314773653,-3.4062010561543197,0.39679369781286167,1.0098049243846705,0.18399564738132437,1.891336394132571,2.4542483924931187,2,1,-2,0,-3,4,3,-3,5,-12,-5,13
Hydro1,2010,9,1,0,1628,2.037036024638129,5.66722442664937,1.2592324024050097,-0.31130629492260026,-1.3637004141209652,-4.012100098182943,-1.1684607254268224,0.3948745702713604,-1.719880550434235,1.954461373909177,2.540739867451751,1,6,-1,-5,-5,10,5,-9,5,-75,-5,76
Hydro1,2010,10,0,0,1628,1.129097786708232,4.349963282629886,1.438841445577543,0.5863791324208609,-1.2030428300012754,-3.380769443476934,0.4448402429412695,0.4985292537147925,0.912366638394082,1.1044932026698218,1.623353682366686,1,1,-1,-1,-2,-1,2,1,5,14,-5,-14
Hydro1,2010,11,1,0,1628,-0.4380977882195887,3.504437464527443,0.5478162742882839,0.6979620743562891,-0.7586023639525427,-1.2032239693760691,0.3578544490996073,1.7707646747476562,1.6506875903074163,0.5843425578864967,0.932288641115518,1,4,-1,-3,2,1,-2,0,5,-13,-5,14
Hydro1,2010,12,0,0,1628,-0.5527181664728837,1.7759317495500826,0.6194116570934635,1.2843923499272476,0.4372417688144249,-1.7087650285552316,0.904768438750075,1.8657516413141,1.5429394930794935,0.05926102060075312,0.3472434060437458,2,1,-2,-1,0,1,0,-1,4,-14,-4,14
Hydro1,2011,1,0,0,1628,-0.3273823409161411,2.049379577882328,-0.7963132137705738,0.7549021725010853,0.13168925851965968,-1.3855464401498951,-0.1815583929772982,2.228013282584761,1.5734421758789268,-0.7934159298548269,-0.23694310319259015,11,7,-11,-7,1,-2,-1,2,6,9,-6,-9
Hydro1,2011,2,0,0,1628,-1.738113395575763,1.4476031995939078,-1.0370799147347467,0.184160197476515,-0.3996095415995832,1.26212174194688,-1.7154311443933332,2.562167919085648,1.2955604518746704,-2.943335650658355,-1.16978200616987,3,6,-3,-6,2,-0,-2,0,4,11,-4,-11
Hydro1,2011,3,0,0,1628,-2.1572349889725113,0.912808088815776,-0.5673084237499677,-0.2851398514530995,-1.0649791767642214,1.007896257560069,-1.804910011609824,2.63514325385039,1.3166409354702984,-3.216123025448424,-1.3258213524305855,2,7,-2,-7,-1,-1,1,1,4,7,-4,-7
Hydro1,2011,4,0,0,1628,-1.5705404782228372,1.610198232345823,-0.07564559667733148,-0.8564496111077499,-1.1093225383072545,0.269691185705667,-1.1494267990420473,2.543273921595142,1.2817527452071982,-0.867669368694572,-0.47849071113039104,2,2,-2,-2,2,-0,-2,0,3,-14,-3,14
Hydro1,2011,5,0,0,1628,-2.670244058595337,1.5509222111080536,0.451147079250528,-1.081311459657412,0.60960824057996,0.5913334085992568,0.8549708760814759,2.274864075548958,0.5369667165080622,-0.29084040822540397,0.26639308278586304,2,3,-2,-3,-3,-2,3,2,3,-14,-3,14
